image_id,image_url,l1_category,product_name,price,category
MP000000029740902,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029740891_437Wx649H_202601110041111.jpeg,Footwear,LUNA BLU by Westside Gold Multi-Strap Slides,999.0,Men's Casual Shoes
MP000000022615605,https://img.tatacliq.com/images/i18//437Wx649H/MP000000022615605_437Wx649H_202406150255471.jpeg,Footwear,Saint G Women's Matilde Gold T-Strap Sandals,8900.0,Men's Casual Shoes
MP000000018260200,https://img.tatacliq.com/images/i12/437Wx649H/MP000000018260197_437Wx649H_202307072359161.jpeg,Footwear,Hush Puppies by Bata Women's Brown Thong Wedges,2999.0,Men's Casual Shoes
MP000000028195470,https://img.tatacliq.com/images/i26//437Wx649H/MP000000028195470_437Wx649H_202509042334571.jpeg,Footwear,Skechers Women's Summits Mauve Slip-On Shoes,3839.0,Men's Casual Shoes
MP000000024268627,https://img.tatacliq.com/images/i20//437Wx649H/MP000000024268564_437Wx649H_202410301705581.jpeg,Footwear,Metro Women's Brown Wedge Pumps,1748.5,Men's Casual Shoes
MP000000028326575,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028326522_437Wx649H_202509141418591.jpeg,Footwear,Mochi Women's Black Loafers,1943.5,Men's Casual Shoes
MP000000027778562,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027778556_437Wx649H_202508150832491.jpeg,Footwear,Carlton London Women's Off-white Flip-Flops,675.0,Men's Casual Shoes
MP000000016576141,https://img.tatacliq.com/images/i19//437Wx649H/MP000000016576165_437Wx649H_202408011618311.jpeg,Footwear,Mochi Women's White Casual Sandals,819.5,Men's Casual Shoes
MP000000029778000,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029778002_437Wx649H_202601151951351.jpeg,Footwear,LUNA BLU by Westside Black Floral Detailed Pointed Toe Mules,1499.0,Men's Casual Shoes
MP000000026707059,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026707044_437Wx649H_202505220849211.jpeg,Footwear,Campus Women's Off White Slip-On Shoes,999.0,Men's Casual Shoes
MP000000025163225,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025163239_437Wx649H_202501290246421.jpeg,Footwear,Trase Women's Brown Casual Wedges,519.0,Men's Casual Shoes
MP000000023503278,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023503264_437Wx649H_202409010506491.jpeg,Footwear,Metro Women's Beige Casual Wedges,1618.5,Men's Casual Shoes
MP000000025163124,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025163096_437Wx649H_202501290240121.jpeg,Footwear,Trase Women's Cream Thong Wedges,549.0,Men's Casual Shoes
MP000000029076465,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029076483_437Wx649H_202511072209131.jpeg,Footwear,Inc.5 Women's Black Cross Strap Sandals,1405.3,Men's Casual Shoes
MP000000021340730,https://img.tatacliq.com/images/i19//437Wx649H/MP000000021340724_437Wx649H_202408011612301.jpeg,Footwear,Metro Women's Beige Casual Sandals,1618.5,Men's Casual Shoes
MP000000027156345,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027156345_437Wx649H_202506291618031.jpeg,Footwear,TRYME Women's Cream Back Strap Sandals,726.0,Men's Casual Shoes
MP000000026508565,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026508553_437Wx649H_202505091622251.jpeg,Footwear,Mochi Women's Beige Back Strap Sandals,1794.0,Men's Casual Shoes
MP000000028195471,https://img.tatacliq.com/images/i26//437Wx649H/MP000000028195476_437Wx649H_202509042335011.jpeg,Footwear,Skechers Women's Summits Navy & Aqua Slip-On Shoes,3839.0,Men's Casual Shoes
MP000000028767725,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028767723_437Wx649H_202510130412141.jpeg,Footwear,Metro Women's Golden Toe Ring Wedges,2490.0,Men's Casual Shoes
MP000000018875470,https://img.tatacliq.com/images/i12/437Wx649H/MP000000018875470_437Wx649H_202308230119571.jpeg,Footwear,Metro Women's Black Casual Sandals,1194.0,Men's Casual Shoes
MP000000028861459,https://img.tatacliq.com/images/i28//437Wx649H/MP000000028861447_437Wx649H_202510211019481.jpeg,Footwear,Puma Women's Speedcat Black & Mauve Mist Mary Jane Shoes,6999.0,Men's Casual Shoes
MP000000026938844,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026938830_437Wx649H_202506120202081.jpeg,Footwear,Code by Lifestyle Women's Cream Casual Sandals,751.0,Men's Casual Shoes
MP000000027156078,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027156064_437Wx649H_202506291605491.jpeg,Footwear,TRYME Women's Maroon Sling Back Sandals,969.0,Men's Casual Shoes
MP000000029540642,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029540626_437Wx649H_202512140639371.jpeg,Footwear,Elle Women's Tan Thong Sandals,924.0,Men's Casual Shoes
MP000000025669516,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025669516_437Wx649H_202503130500331.jpeg,Footwear,Mochi Women's Beige Ankle Strap Wedges,1809.5,Men's Casual Shoes
MP000000019743791,https://img.tatacliq.com/images/i14/437Wx649H/MP000000019743791_437Wx649H_202310261628281.jpeg,Footwear,The White Pole Women's Black Back Strap Sandals,775.0,Men's Casual Shoes
MP000000028697806,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028697686_437Wx649H_202510081913331.jpeg,Footwear,Crocs Women's Black & Black Back Strap Sandals,6995.0,Men's Casual Shoes
MP000000026938833,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026938828_437Wx649H_202506120202011.jpeg,Footwear,Code by Lifestyle Women's Brown Casual Sandals,751.0,Men's Casual Shoes
MP000000029253275,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029253280_437Wx649H_202511210133571.jpeg,Footwear,Mozafia Women's Gold Casual Sandals,1079.0,Men's Casual Shoes
MP000000029540735,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029540716_437Wx649H_202512140840051.jpeg,Footwear,Elle Women's White Ankle Strap Sandals,1099.5,Men's Casual Shoes
MP000000023182828,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023182810_437Wx649H_202408022340071.jpeg,Footwear,Hush Puppies by Bata Women's MASON Gold Casual Sandals,3499.0,Men's Casual Shoes
MP000000027776086,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027776076_437Wx649H_202508150521081.jpeg,Footwear,Carlton London Women's Black Casual Sandals,675.0,Men's Casual Shoes
MP000000029076026,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029076026_437Wx649H_202511072152061.jpeg,Footwear,Inc.5 Women's Silver Casual Sandals,3490.0,Men's Casual Shoes
MP000000025539815,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025539815_437Wx649H_202503011339581.jpeg,Footwear,Kickers Women's GIAZ 2-IN Lush Pink Casual Sandals,1201.0,Men's Casual Shoes
MP000000024579377,https://img.tatacliq.com/images/i30/437Wx649H/MP000000024579364_437Wx649H_202602071133241.jpeg,Footwear,Bata Clara Thong Slippers for Women - Comfortable Casual Daily Wear,1099.0,Men's Casual Shoes
MP000000029849176,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029849168_437Wx649H_202601231600191.jpeg,Footwear,Code by Lifestyle Women's Light Gold Flat Ballets,799.0,Men's Casual Shoes
MP000000029253265,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029253244_437Wx649H_202511210132551.jpeg,Footwear,Mozafia Women's Black Back Strap Sandals,999.0,Men's Casual Shoes
MP000000029660036,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029660036_437Wx649H_202601011701351.jpeg,Footwear,Ginger by Lifestyle Women Black Solid Ballerinas,999.0,Men's Casual Shoes
MP000000019348880,https://img.tatacliq.com/images/i13/437Wx649H/MP000000019350697_437Wx649H_202309222029221.jpeg,Footwear,Inc.5 Women's Antique Gold Ankle Strap Wedges,2215.602,Men's Casual Shoes
MP000000026574928,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026574923_437Wx649H_202505141834351.jpeg,Footwear,Kickers Women's KICK MET-IN Champagne Back Strap Wedges,1999.0,Men's Casual Shoes
MP000000019743819,https://img.tatacliq.com/images/i14/437Wx649H/MP000000019743846_437Wx649H_202310261630371.jpeg,Footwear,The White Pole Women's Brown Back Strap Sandals,775.0,Men's Casual Shoes
MP000000029500218,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029500218_437Wx649H_202512111132211.jpeg,Footwear,Truffle Collection Women's Black Ankle Strap Sandals,989.0,Men's Casual Shoes
MP000000025539994,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025539966_437Wx649H_202503011344431.jpeg,Footwear,Kickers Women's VOLOU-IN Gold Ankle Strap Sandals,2749.0,Men's Casual Shoes
MP000000007669784,https://img.tatacliq.com/images/i6/437Wx649H/MP000000007669784_437Wx649H_20200912034151.jpeg,Footwear,Bata Women's Carlene Brown Casual Sandals,1299.0,Men's Casual Shoes
MP000000027030649,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027030613_437Wx649H_202506191440111.jpeg,Footwear,Kickers Women's KICK BIGEYE-IN Black Ankle Strap Sandals,2249.0,Men's Casual Shoes
MP000000028326645,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028326648_437Wx649H_202509141423451.jpeg,Footwear,Mochi Women's Tan Loafers,1743.0,Men's Casual Shoes
MP000000028258555,https://img.tatacliq.com/images/i29/437Wx649H/MP000000028258549_437Wx649H_202601301804371.jpeg,Footwear,Red Tape Women's Mauve Casual Sandals,999.0,Men's Casual Shoes
MP000000026707054,https://img.tatacliq.com/images/i27//437Wx649H/MP000000026707043_437Wx649H_202509270015481.jpeg,Footwear,Campus Women's Blue Slip-On Shoes,959.0,Men's Casual Shoes
MP000000027256681,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027256681_437Wx649H_202507060225291.jpeg,Footwear,ALDO Women's Other Black T-Strap Sandals,5999.0,Men's Casual Shoes
MP000000028360313,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028360317_437Wx649H_202509171147431.jpeg,Footwear,Scholl Women's Brown Casual Sandals,2499.0,Men's Casual Shoes
MP000000026370561,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026370561_437Wx649H_202505022027101.jpeg,Footwear,Scholl Women's Light Green Thongs,1299.0,Men's Casual Shoes
MP000000027256693,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027256684_437Wx649H_202507060225321.jpeg,Footwear,ALDO Women's Black Slides,5999.0,Men's Casual Shoes
MP000000027825722,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027825704_437Wx649H_202508191615331.jpeg,Footwear,Hush Puppies Women's CELINE TEXTURE MULE Gold Cross Strap Sandals,3999.0,Men's Casual Shoes
MP000000025540004,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025539998_437Wx649H_202503011345471.jpeg,Footwear,Kickers Women's VOLOU-IN Tan Ankle Strap Sandals,2749.0,Men's Casual Shoes
MP000000030084551,https://img.tatacliq.com/images/i30//437Wx649H/MP000000030084538_437Wx649H_202602142352351.jpeg,Footwear,Catwalk Women's Brown Thong Sandals,1995.0,Men's Casual Shoes
MP000000027825530,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027825508_437Wx649H_202508191608341.jpeg,Footwear,Bata Women's CORAL LOAFER Tan Pump Shoes,1099.0,Men's Casual Shoes
MP000000028747450,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028747446_437Wx649H_202510120028341.jpeg,Footwear,Lotto Women's Flowalk Slip-on  Lilac & White Slip-On Shoe,1569.0,Men's Casual Shoes
MP000000028832069,https://img.tatacliq.com/images/i28//437Wx649H/MP000000028832052_437Wx649H_202510180314121.jpeg,Footwear,Lotto Women's Esotica Slide  Black & Pink Caual Sandal,2223.0,Men's Casual Shoes
MP000000029725293,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029725293_437Wx649H_202601100335091.jpeg,Footwear,Inc.5 Women's Nude Flat Ballets,2590.0,Men's Casual Shoes
MP000000018868949,https://img.tatacliq.com/images/i12/437Wx649H/MP000000018868936_437Wx649H_202308221941481.jpeg,Footwear,Styli Women's Tan Casual Sandals,759.0,Men's Casual Shoes
MP000000029719889,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029719881_437Wx649H_202601091622101.jpeg,Footwear,LUNA BLU by Westside Ivory Embellished Thong Slides,1299.0,Men's Casual Shoes
MP000000014819815,https://img.tatacliq.com/images/i8/437Wx649H/MP000000014819815_437Wx649H_202210111459291.jpeg,Footwear,Campus Women's Red Floater Wedges,799.0,Men's Casual Shoes
MP000000029719883,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029719875_437Wx649H_202601091622051.jpeg,Footwear,LUNA BLU by Westside Black Embellished Thong Slides,1299.0,Men's Casual Shoes
MP000000012482206,https://img.tatacliq.com/images/i8/437Wx649H/MP000000012482224_437Wx649H_202203161226261.jpeg,Footwear,Campus Women's Navy Floater Sandals,849.0,Men's Casual Shoes
MP000000014737537,https://img.tatacliq.com/images/i8/437Wx649H/MP000000014737459_437Wx649H_202210020244451.jpeg,Footwear,Aurelia Women's Zbelle Silver Cross Strap Sandals,1280.0,Men's Casual Shoes
MP000000026509009,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026509009_437Wx649H_202505091639121.jpeg,Footwear,Mochi Women's Beige Slide Sandals,1794.0,Men's Casual Shoes
MP000000028326700,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028326686_437Wx649H_202509141425511.jpeg,Footwear,Mochi Women's Beige T-Strap Sandals,1488.5,Men's Casual Shoes
MP000000025163500,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025163493_437Wx649H_202501290256261.jpeg,Footwear,Trase Women's Beige Ankle Strap Wedges,899.0,Men's Casual Shoes
MP000000025164775,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025164775_437Wx649H_202501290349121.jpeg,Footwear,Trase Women's Black Gladiator Sandals,669.0,Men's Casual Shoes
MP000000030283947,https://img.tatacliq.com/images/i30//437Wx649H/MP000000030283948_437Wx649H_202602282355471.jpeg,Footwear,Elle Women's Beige Flat Ballets,989.55,Men's Casual Shoes
MP000000030084496,https://img.tatacliq.com/images/i30//437Wx649H/MP000000030084480_437Wx649H_202602142350291.jpeg,Footwear,Catwalk Women's Blue Mules,999.0,Men's Casual Shoes
MP000000027775535,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027775532_437Wx649H_202508150435551.jpeg,Footwear,Carlton London Women's Black Cross Strap Sandals,1439.0,Men's Casual Shoes
MP000000028413653,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028413656_437Wx649H_202509210349551.jpeg,Footwear,HOPPA Women's Light Berry Ballerina Shoes,550.0,Men's Casual Shoes
MP000000029540560,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029540548_437Wx649H_202512140636291.jpeg,Footwear,Elle Women's White Thong Wedges,1175.0,Men's Casual Shoes
MP000000016785658,https://img.tatacliq.com/images/i10/437Wx649H/MP000000016785664_437Wx649H_202303080249411.jpeg,Footwear,Campus Women's CAMP ELOY Grey Loafers,949.0,Men's Casual Shoes
MP000000029540750,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029540741_437Wx649H_202512140840561.jpeg,Footwear,Elle Women's Grey Ankle Strap Sandals,1099.5,Men's Casual Shoes
MP000000027775354,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027775354_437Wx649H_202508150414311.jpeg,Footwear,Carlton London Women's Black Sling Back Sandals,1319.0,Men's Casual Shoes
MP000000027358500,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027358500_437Wx649H_202507122208471.jpeg,Footwear,Mozafia Women's Brown Sling Back Sandals,589.0,Men's Casual Shoes
MP000000029720102,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029720096_437Wx649H_202601091633261.jpeg,Footwear,LUNA BLU by Westside Brown Suede Bow-Detail Ballerina,999.0,Men's Casual Shoes
MP000000027594284,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027594295_437Wx649H_202507292059131.jpeg,Footwear,Mozafia Women's Black Casual Sandals,1189.0,Men's Casual Shoes
MP000000029904240,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029904241_437Wx649H_202601301952071.jpeg,Footwear,LUNA BLU by Westside Gold Rhinestone Ballerina,1499.0,Men's Casual Shoes
MP000000029423078,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029423064_437Wx649H_202512042259121.jpeg,Footwear,Inc.5 Women's Peach Ankle Strap Sandals,1546.3,Men's Casual Shoes
